id,uri,prefLabel,altLabel,definition,broader,narrower,isTopConcept
16489,http://mondomaine.fr//?idc=16489&idt=th943,öffentlich/privat,privat/öffentlich | privato/pubblico | privé/public,Relation entre la notion de privé et de public.,Begriffe und Konzepte,privado | öffentlich,False
14002,http://mondomaine.fr//?idc=14002&idt=th943,comportamento sociale,conducta social,Behavior learned during social interaction or socialization. | <p>Comportement appris lors des interactions sociales ou de la socialisation.</p>,interpersonal relationships,clientelism | homofilia | Gastfreundschaft | misoginia | racism | seksisme | xenofobia | marginalidad,False
36509,http://mondomaine.fr//?idc=36509&idt=th943,acquicoltura,acquacoltura | acuacultura | aquafarming | aquicoltura | aquiculture | aquiculture | coltura idroponica | halieuculture | idrocoltura,"Terme générique qui désigne toutes les activités de production animale ou végétale en milieu aquatique. L'aquaculture se pratique en bord de mer (on parle dans ce cas de « cultures marines » ou mariculture), des rivières ou des étangs. (Wikipédia)",allevamento,Fischzucht,False
17643,http://mondomaine.fr//?idc=17643&idt=th943,chiesa,church building | church house,A building where the faithful of the Catholic or Orthodox religion meet for public worship. (CNRTL) | Édifice où les fidèles de la religion catholique ou orthodoxe se réunissent pour l'exercice du culte public. (CNRTL),tempel,basilica cristiana | catedral | befestigtes Kultgebäude | colegiata | chiesa parrocchiale | chiesa priorale | chiesa rupestre | Byzantine Greek-cross-plan church | chiesa funeraria,False
16051,http://mondomaine.fr//?idc=16051&idt=th943,farm tool,attrezzo agricolo | instrumento agrícola | utensilio agrícola,"Objet fabriqué, utilisé manuellement, doté d'une forme et de propriétés physiques adaptées [à la production agricole] (cnrtl)",bewegliche Gegenstände,arado simple | falcetto | correggiato | azada | falce | aguijada | billhook | entrave à bétail | Gartenmesser | tribulum | hark | bêche | forca | coin (outil) | binador | bident,False
13346,http://mondomaine.fr//?idc=13346&idt=th943,clay sculpting,argile façonnage | clay shaping | dar forma a la arcilla | trabajar la arcilla,Opération ayant pour but de donner une forme à une pâte de poterie. (Balfet),fabrication method,coiled clay pottery,False
17371,http://mondomaine.fr//?idc=17371&idt=th943,transport,circolazione | circulación | circulation | circulation | Umlauf,"<span style= color: rgb(32, 33, 34), >Fait de déplacer des objets, des marchandises ou des individus.</span>",fonctions systémiques,landtransport | maritime transport | binnenvaart,False
13534,http://mondomaine.fr//?idc=13534&idt=th943,barca,boat,"Petit bateau ponté ou non, avec ou sans mât(s) et de faible capacité (cnrtl)",Boot,barca da pesca,False
17529,http://mondomaine.fr//?idc=17529&idt=th943,attività economica,organisation économique | vie économique,"Activité humaine qui consiste en la production, la distribution, l'échange et la consommation de biens et de services (Wikipedia).",fonctions systémiques,economía de subsistencia,False
13214,http://mondomaine.fr//?idc=13214&idt=th943,anchor,áncora,Objet lourd suspendu à un câble destiné à stabiliser des bateaux et éviter leur dérive.,bewegliche Gegenstände,ancla de piedra,False
15389,http://mondomaine.fr//?idc=15389&idt=th943,lamp,lucerna,"Appareil d'éclairage composé principalement d'une mèche ou d'un bec et d'un réservoir contenant le combustible, celui-ci étant de la graisse animale, de l'huile végétale, de l'huile de baleine ou encore de l'huile minérale (d'ap. CNRTL).",Beleuchtungskörper,christelijke lamp | Greek lamp | lámpara púnica | lámpara romana | Byzantine oil lamp,False
15710,http://mondomaine.fr//?idc=15710&idt=th943,coins,coinage | pièce de monnaie | valuta,"Verfassung und Ordnung des gesamten Geldwesens eines Staates (Wikidata) | generally accepted medium of exchange for goods or services (Wikidata) | medio de cambio utilizado para bienes o servicios (Wikidata) | Pièce d'alliage ou de métal de titre, forme et poids caractéristiques, frappée sur l'avers et le revers d'une empreinte particulière, et garantie par l'autorité d'émission comme moyen légal d'échange, de paiement et d'épargne. (CNRTL, <a href= https://cnrtl.fr/definition/monnaie  rel= noopener noreferrer  target= _blank >https://cnrtl.fr/definition/monnaie</a>). | אמצעי התשלום המקובל (Wikidata) | unità di scambio che ha lo scopo di facilitare il trasferimento di beni e servizi (Wikidata) | officieel betaalmiddel van een land (Wikidata) | общепринятая мера обмена (Wikidata)",bewegliche Gegenstände,Cypriot coin | moneda fenicia | moneda parta | moneda sasánida | hasmonäische Münzen | arabische Münzen | moneda seléucida | Celtic coinage | ancient Greek coinage | Iberian coin | modern coin | medieval coin | moneda púnica | moneda romana | moneda visigoda | money substitute | contemporary currency | bronze coins | gold coin | moneda de plata | französische Münzen | copper coin | Byzantijnse munt | Lagid coins | bracteaat,False
13845,http://mondomaine.fr//?idc=13845&idt=th943,chaussure,calzado | soulier,Item of clothing designed to protect the feet. | Élément d'habillement dont le rôle est de protéger les pieds.,accesorio de ropa,boot | clog | sandaal,False
38472,http://mondomaine.fr//?idc=38472&idt=th943,armadura de corte transversal,armadura con corte transversal | bitroncature géométrique | flecha de corte transversal | flecha de filo transversal | flèche tranchante | freccia a tranciante trasversale | pointe à tranchant transversal | tranciante trasversale | tranciante traverso | transverse lithic projectile point | trapezoidal projectile point,"Pièces aménagées par retouche (ou troncature) de deux bords en vue de l'emmanchement, le côté non retouché réservé comme tranchant (Cheynier 1946 , Binder, 1987).",armadura (lítica),Montclus-Dreieck | bitroncatura geometrica a troncature dirette o inverse | bitroncatura geometrica a troncatura obliqua,False
16314,http://mondomaine.fr//?idc=16314&idt=th943,armature foliacée,pointe foliacée,"Pièces à retouches bifaciales et couvrantes (Perrin et al., 2018). Ce type de retouche peut donner une forme générale ressemblant à des feuilles (ex : feuille de laurier).",armadura bifacial,Clovis point | Folsom point,False
17482,http://mondomaine.fr//?idc=17482&idt=th943,parfumflesje,incense cup | perfume vase,Récipient contenant du parfum.,Gefäss (Funktion),ampolla de perfume | ariballo | unguentarium | lécito | amphorisk | alabastre,False
16878,http://mondomaine.fr//?idc=16878&idt=th943,bucket,pail,Récipient cylindrique,Gefäss (Funktion),situla,False
16551,http://mondomaine.fr//?idc=16551&idt=th943,racloir,rascador | scraper,"Support diversement repris par une retouche régularisant un ou plusieurs bords (Jaubert, 1999).",industria litica,Kerbschaber | Quina racloir | einfacher Schaber | convergent racloir | Doppelschaber | Querschaber,False
24118,http://mondomaine.fr//?idc=24118&idt=th943,armature pédonculée,pointe pédonculée,"Objet appointé dont la base présente un rétrécissement axial, appelé « pédoncule » ou « soie », utilisé probablement pour l’emmanchement. (Dic. préhist.)",armadura perforante,Font-Robert-Spitze | gestielte Magdalenienspitze | armadura dentada | armadura con pedúnculo y alerones,False
14155,http://mondomaine.fr//?idc=14155&idt=th943,crátera,crater | إناء خلط الماء و الخمر,"Vase à large ouverture et de grandes dimensions, qui servait à mélanger l'eau et le vin (Lar.)",drinking vase,colonettenkrater | crátera de volutas | crátera pequeña | bell krater | chalice-shaped krater,False
17137,http://mondomaine.fr//?idc=17137&idt=th943,estela funeraria,funerary stela | stele funebre,Plaque de pierre dressée destinée à porter une inscription funéraire. (Lar.),Grabkennzeichnung,discoidal stele | decorated funerary stele,False
26567,http://mondomaine.fr//?idc=26567&idt=th943,armadura (lítica),lithic projectile point | projectile point (lithics),"Small pointed or sharp flint (or obsidian) object used to arm a bone or wooden shaft, at the end as a point or laterally as a cutting edge (according to M. Orliac in Dictionnaire de la Préhistoire). | Petit objet de silex (ou obsidienne) pointu ou tranchant destiné à armer une hampe d'os ou de bois, en bout comme une pointe ou latéralement comme tranchant. (d'après M. Orliac in Dictionnaire de la Préhistoire)",industria litica,microliet | armadura de corte transversal | armadura perforante,False
14816,http://mondomaine.fr//?idc=14816&idt=th943,forno,four à bois | oven,"Enceinte maçonnée ou appareil, muni d'un système de chauffage puissant, qui transforme, par la chaleur, les produits et les objets. Il a différentes fonctions : cuisson des aliments directe ou indirecte, éclairage et chauffage, fonction sociale. (Wikipédia)",bouwwerken,bronsoven | Brennofen | fornace per tegole | fornace del vetraio | Backofen | forno da calce | fornace per sale | blaadpijp | brickmaker's kiln | Ofensohle | alandier | Bleischmelzofen | étuve (four),False
14912,http://mondomaine.fr//?idc=14912&idt=th943,grattatoio,end scraper | end-scraper | grattoir-rabot | rabot (outil lithique) | rabot (silex) | racloir | side scraper | side-scraper,"Outil de pierre taillée dont la partie active est constituée par un front plus ou moins arrondi, obtenu par des retouches obliques déterminant un bord tranchant. (Dic. préhist.)",industria litica,Caminade-Kratzer | grattatoio unguiforme | grattatoio a muso,False
17075,http://mondomaine.fr//?idc=17075&idt=th943,Corinthian style,ceramica corinzia | céramique corinthienne | Corinthian ceramic | Corinthian pottery,"The decoration of Greek ceramics produced in Corinth between the 7th and 6th centuries BC, with black figures painted on a light background. | Décor des céramiques grecques produites à Corinthe entre le VIIe et le VIe siècle av. J.-C., dont les figures noires sont peintes sur fond clair.",black-figure style,early Corinthian style | estilo corintio medio | estilo corintio tardío,False
17478,http://mondomaine.fr//?idc=17478&idt=th943,plastic vessel,plastic vase | plastische Vase,Vase en forme de personnage ou d'animaux (BL),Gefässtypen,vase zoomorphe,False
17582,http://mondomaine.fr//?idc=17582&idt=th943,garment,abito | apparel | attire | clothes | costume | dress | garments | habillement,Article d’habillement servant à couvrir une partie du corps.,bewegliche Gegenstände,braca | falda | liturgical garment | pallio | peplo | kleed | sagum | toga | tunic | chiton | diving suit | divisa,False
28379,http://mondomaine.fr//?idc=28379&idt=th943,fiala,flacon | frasco | redomita | vial,Petite bouteille au col étroit (Lar.),geschlossene Gefässe,Lacrimarium,False
14891,http://mondomaine.fr//?idc=14891&idt=th943,cantimplora,canteen | costrel | douïre,"Vase fermé, à panse, globulaire ou lenticulaire, à col étroit, avec deux ou sans anses, imitant la forme du fruit d’une coloquinte. (Dict. céramique PO). Récipient muni d'un goulot, parfois de petites anses latérales, généralement sans base plate ou si c'est le cas d'un goulot latéral (ICERAMM, 2021).",récipient de transport,borraccia,False
14858,http://mondomaine.fr//?idc=14858&idt=th943,canto,canto rodado | Geröll | guijarro | Kiesel,"A fragment of rock rounded by mechanical, wind, river, marine or glacial wear and can be used as raw material for many lithic industries for cutting or for making fitted pebbles (striker or anvil) or for architectural construction. (from Prehistory) | <p>Fragment de roche arrondi par usure mécanique, éolienne, fluviatile, marine ou glaciaire et pouvant servir de matière première à de nombreuses industries lithiques pour le débitage ou pour la confection de galets aménagés (percuteur ou enclume) ou à la construction architecturale. (d'après La préhistoire).</p>",hábito cristalino,ciottolo di mare | ciottolo a superficie liscia | ciottolo a superficie rugosa,False
